address,area,price
裕发广场-富山,思明,2600
电业花园-富山,思明,3600
英皇湖畔花苑-松柏,思明,3800
英皇湖畔花苑-松柏,思明,6000
锦绣广场-松柏,思明,6500
宝达大厦-嘉禾路,思明,4500
厦大西村B区-厦大,思明,8800
百源双玺-火车站,思明,4300
顶澳仔-演武路,思明,3500
罗宾森璀璨新城二期-火车站,思明,7800
厦门国际文化大厦-富山,思明,3300
富山名士园-富山,思明,4700
富山美迪斯-富山,思明,3210
新景世纪城-富山,思明,1700
复兴世纪-富山,思明,3500
大洲新世纪广场-槟榔东里,思明,2850
富山美迪斯-富山,思明,3700
裕发广场-富山,思明,2800
新景数码港-富山,思明,2200
新景世纪城-富山,思明,2300
裕发广场-富山,思明,2500
南普陀路-博物馆,思明,3100
电业花园-莲岳路,思明,3300
厦港新村-博物馆,思明,4000
罗宾森璀璨新城二期-火车站,思明,4800
鲁能领秀城-文灶,思明,2300
裕发广场-富山,思明,2800
源昌新天地-湖滨东路,思明,2200
松柏港龙新城-体育路,思明,1400
中山海景广场-中山路,思明,1500
中山海景广场-中山路,思明,2900
大同路-中山路,思明,850
镇海大厦-中山路,思明,5600
源昌新天地-湖滨东路,思明,2200
香榭园-莲前西路,思明,1700
文园雅阁-文园路,思明,6500
新景数码港-嘉禾路,思明,2200
嘉华里-长青路,思明,1200
新景数码港-嘉禾路,思明,2200
宝龙中心二期-莲花一村,思明,5500
宝龙中心二期-莲花一村,思明,4800
宝龙中心一期-嘉禾路,思明,4000
金龙花园-莲花一村,思明,4200
莲坂小区-槟榔东里,思明,3300
嘉盛豪园-瑞景,思明,4000
嘉盛豪园-瑞景,思明,4900
万科金域蓝湾-瑞景,思明,5500
益泰大厦-火车站,思明,3400
国际文化大厦-富山,思明,3800
厦港新村-博物馆,思明,4000
大学城-厦大,思明,3100
前埔北区一里-前埔北区,思明,3700
福满山庄-瑞景,思明,3500
福满山庄-瑞景,思明,4800
侨福城二期-莲前东路,思明,3600
瑞景侨福城一期-莲前东路,思明,3600
侨福城一期-前埔北区,思明,3000
前埔北区一里-前埔北区,思明,3700
瑞景侨福城一期-莲前东路,思明,3400
福满山庄-瑞景,思明,2500
福满山庄-瑞景,思明,5000
前埔北区一里-前埔北区,思明,4800
瑞景侨福城一期-莲前东路,思明,3500
大同路-中山路,思明,2500
南中广场公寓-中山路,思明,2800
大同路-中山路,思明,1800
假日香港广场-思明北路,思明,4200
福满山庄-瑞景,思明,4380
万寿新城-文园路,思明,3500
浪琴苑-厦大,思明,1700
富城花园-禾祥东路,思明,4500
城立方-富山,思明,1800
海峡国际社区一期-会展路,思明,16000
海峡国际社区一期-会展路,思明,8500
海峡国际社区一期-会展路,思明,8000
文园公寓二期-文园路,思明,5500
御景苑-湖滨西路,思明,1550
大同路-中山路,思明,2700
侨福城2期-莲前西路,思明,3200
文园公寓二期-文园路,思明,2800
前埔村房屋出租！！交通便利！！-前埔北区,思明,1100
英皇湖畔花苑-长青路,思明,4000
宝龙中心-长青路,思明,4000
锦绣广场-湖滨北路,思明,4800
英皇湖畔花苑-湖滨北路,思明,4000
长青路-长青路,思明,4000
岭兜小区北区-前埔南区,思明,4000
海峡国际社区二期-会展路,思明,4000
新景花园-软件园,思明,4300
岭兜佳园小区-前埔南区,思明,2700
新景花园-软件园,思明,3500
新景花园-软件园,思明,3500
明发城-前埔北区,思明,4600
何厝小区-会展路,思明,3900
新景花园-软件园,思明,3800
家家海景-前埔北区,思明,2000
新景花园-软件园,思明,4300
岭兜小区北区-前埔南区,思明,3200
新景花园-软件园,思明,3800
龙辉花园-富山,思明,1600
广景花园-东浦路,思明,1600
嘉盛豪园-瑞景,思明,5600
嘉盛豪园-莲前东路,思明,6000
洪山柄安置小区-瑞景,思明,1600
金榜铁路家园-火车站,思明,1000
西林社区-莲前西路,思明,1300
嘉盛豪园（莲前）-莲前西路,思明,1380
金枫园-前埔南区,思明,1200
坑内路-文园路,思明,5000
新景世纪城-富山,思明,4000
新景数码港-富山,思明,1900
复兴世纪-富山,思明,5300
新景世纪城-富山,思明,2300
新景世纪城-富山,思明,1200
新景数码港-富山,思明,5300
复兴世纪-富山,思明,3200
富山名士园-富山,思明,3599
新景中心二期-富山,思明,4500
万禾广场-富山,思明,3300
富兴大厦-富山,思明,4100
皓晖花园-禾祥东路,思明,4500
厦禾路宿舍-厦禾路,思明,2800
莲板涵光路19号-富山,思明,900
信和中央广场-嘉禾路,思明,4500
鲁能领秀城-文灶,思明,2300
嘉盛豪园-瑞景,思明,1700
嘉盛豪园-瑞景,思明,1300
侨建花园西区-仙岳路,思明,1150
舒心阳光公寓-会展路,思明,1500
万寿路28号-文灶,思明,3500
富贵楼-火车站,思明,1700
自然家园-火车站,思明,5500
卧龙晓城-莲前西路,思明,1100
侨福城-莲前东路,思明,3500
侨福城2期-莲前西路,思明,3800
侨福城一期-前埔北区,思明,3500
侨福城二期-莲前东路,思明,3100
福满单身公寓出租-前埔北区,思明,1600
侨福城-前埔北区,思明,3600
侨福城1期-前埔北区,思明,3200
山木清华-莲前,思明,3800
卧龙晓城-莲前西路,思明,3500
侨福城一期-瑞景,思明,3800
侨福城三期-瑞景,思明,4500
山木清华-莲前,思明,3800
侨福城二期-瑞景,思明,3500
福满山庄-瑞景,思明,1750
侨福城一期-瑞景,思明,3000
华林绿洲花园-前埔北区,思明,3800
华林紫薇花园-莲前东路,思明,4600
侨龙里-瑞景,思明,4000
侨福城2期-莲前西路,思明,3600
福满山庄-瑞景,思明,1800
侨福城-莲前东路,思明,3200
侨福城-莲前东路,思明,3500
莲坂西小区-长青路,思明,3300
信和上筑-长青路,思明,6500
华天花园-嘉禾路,思明,4800
国贸怡河园-湖滨北路,思明,5000
江山帝景（新景领海）-会展路,思明,7800
橡胶新村-文园路,思明,2600
富兴大厦-富山,思明,4800
万寿新城-文园路,思明,3300
仙源里-仙岳路,思明,2200
前埔北区1里-前埔北区,思明,1000
源昌商业中心-富山,思明,4300
罗马假日-槟榔东里,思明,3300
富山花园-槟榔东里,思明,2800
新景数码港-富山,思明,2100
新景世纪城-富山,思明,1500
富山现代城-富山,思明,2490
新景数码港-富山,思明,2500
新景世纪城A区-富山,思明,2018
新景世纪城A区-富山,思明,1550
厦门国际文化大厦-富山,思明,3200
大洲新世纪广场-槟榔东里,思明,2500
怡景苑-厦禾路,思明,4000
翡翠城二期-火车站,思明,8500
卧龙晓城-莲前西路,思明,4200
山木清华-莲前,思明,3500
禾祥首府（思明苑二期）-禾祥西路,思明,5700
摩登时代-仙岳路,思明,2800
福达里-湖滨北路,思明,2800
米兰春天-湖滨北路,思明,3100
中关委大厦-嘉禾路,思明,2900
米兰春天-湖滨北路,思明,3200
米兰春天-湖滨北路,思明,3500
米兰春天-湖滨北路,思明,3400
英才商厦-禾祥东路,思明,2800
汇丰家园-文灶,思明,2900
摩登时代大厦-嘉禾路,思明,2800
一代风华-莲花北路,思明,2000
一代风华-松柏,思明,1900
汇丰家园-文灶,思明,2900
汇丰家园-文灶,思明,3500
九龙城-厦禾路,思明,2600
天成花园-SM附近,湖里,1500
富贵门花园-枋湖,湖里,1250
禹州城上城-金尚路,湖里,1200
县后-县后,湖里,700
大洋雅苑-枋湖,湖里,1100
筼筜温莎公馆-双浦路,湖里,7200
首泰国际-高新技术园,湖里,2300
古歌华苑-蔡塘,湖里,1210
嘉诚花园-SM附近,湖里,750
绿柠檬海涵中心-保税区,湖里,1500
永建顶尚-枋湖,湖里,2200
围里社-机场附近,湖里,1400
兴山花园-SM附近,湖里,3500
华永天地-台湾街,湖里,1800
永建顶尚-枋湖,湖里,1450
国际山庄-金山小区,湖里,1100
湖里万达广场写字楼-万达广场,湖里,4500
湖里万达广场写字楼-万达广场,湖里,8000
万科中心云玺-万达广场,湖里,5000
古歌华苑-蔡塘,湖里,1350
富贵门花园-枋湖,湖里,1600
富贵门花园-枋湖,湖里,1600
湖里高新园-金尚路,湖里,1300
围里社-机场附近,湖里,1400
富贵门花园-枋湖,湖里,1300
富贵门花园-枋湖,湖里,1300
永建顶尚-枋湖,湖里,1580
富贵门花园-枋湖,湖里,800
围里社-机场附近,湖里,1400
古龙居住公园-枋湖,湖里,1500
尚忠社-枋湖,湖里,550
县后-机场附近,湖里,550
金尚小区-金尚路,湖里,600
安兜-安兜,湖里,600
湖里高新技术园-高新技术园,湖里,1600
机场-机场附近,湖里,1500
安兜-安兜,湖里,1100
安兜-县后,湖里,2200
双十中学-市政务中心,湖里,1200
富贵门花园-枋湖,湖里,1600
富贵门花园-枋湖,湖里,1600
富贵门花园-枋湖,湖里,1600
富贵门花园-枋湖,湖里,1600
双十中学-市政务中心,湖里,1000
安兜-县后,湖里,1000
富贵门花园-枋湖,湖里,1400
山谷城市-金尚路,湖里,1500
永建顶尚-枋湖,湖里,1800
坂上社25-金尚路,湖里,1300
围里社-机场附近,湖里,1288
华永天地-台湾街,湖里,2750
禹洲城上城-枋湖,湖里,1450
永建顶尚-枋湖,湖里,1350
山谷城市-金尚路,湖里,1200
永建顶尚-枋湖,湖里,1650
安兜-县后,湖里,1200
安兜-安兜,湖里,1200
机场-机场附近,湖里,1500
湖里高新技术园-高新技术园,湖里,1600
湖里高新技术园-高新技术园,湖里,1600
安兜-安兜,湖里,600
尚忠社-枋湖,湖里,600
尚忠社-枋湖,湖里,550
安兜-安兜,湖里,600
湖里高新技术园-高新技术园,湖里,1600
湖里高新技术园-高新技术园,湖里,1600
机场-机场附近,湖里,1500
安兜-安兜,湖里,2200
安兜-县后,湖里,1200
双十中学-市政务中心,湖里,1200
围里社-机场附近,湖里,1300
坂上社区-金尚路,湖里,2200
永建顶尚-枋湖,湖里,1400
富贵门花园-枋湖,湖里,1360
永建顶尚-枋湖,湖里,1350
围里社-机场附近,湖里,1300
山谷城市-金尚路,湖里,1000
尚忠社小区-金尚路,湖里,800
坂上社-枋湖,湖里,1230
围里社-机场附近,湖里,1300
富贵门花园-枋湖,湖里,1600
尚忠社-枋湖,湖里,600
金尚小区-金尚路,湖里,600
县后-机场附近,湖里,600
金尚小区-金尚路,湖里,600
湖里高新技术园-高新技术园,湖里,1600
安兜-安兜,湖里,1200
机场-机场附近,湖里,1500
县后-机场附近,湖里,600
县后-机场附近,湖里,600
县后-机场附近,湖里,550
县后-机场附近,湖里,600
幸福生活第二城-祥店,湖里,1200
国际山庄-金尚路,湖里,1400
金祥花园-金尚路,湖里,1300
富贵门花园-枋湖,湖里,1200
围里社-机场附近,湖里,1300
古龙居住公园-枋湖,湖里,1300
山谷城市-金尚路,湖里,1000
尚忠社小区-金尚路,湖里,1350
艾德花园-枋钟路,湖里,1350
永建顶尚-枋湖,湖里,1400
坂上社区-金尚路,湖里,1580
永建顶尚-枋湖,湖里,1400
宝龙一城-安兜,湖里,2500
金彩花苑-后埔,湖里,4500
久邦公寓-马垄,湖里,2200
裕兴花园-SM附近,湖里,2000
新景华府国际-后埔,湖里,2800
万达SOHO公寓-万达广场,湖里,2500
万达SOHO公寓-万达广场,湖里,2200
万科中心云玺-万达广场,湖里,4500
岭兜佳园-湖边水库片,湖里,4300
岭兜佳园-湖边水库片,湖里,4200
香山碧海晴空-湖边水库片,湖里,2300
湖里万达广场-万达广场,湖里,8000
湖边花园-万达广场,湖里,3600
祥店里福满园-金尚路,湖里,1100
华永天地商业广场-江头,湖里,3000
永建顶尚-枋湖,湖里,2100
永建顶尚-枋湖,湖里,1300
围里社-机场附近,湖里,1400
围里社-机场附近,湖里,1300
永建顶尚-枋湖,湖里,1550
富贵门花园-枋湖,湖里,1250
尚忠社-枋湖,湖里,1180
永建顶尚-枋湖,湖里,1400
永建顶尚-枋湖,湖里,1300
围里社-机场附近,湖里,1368
永建顶尚-枋湖,湖里,1300
苏公馆-吕岭路,湖里,1600
苏公馆-蔡塘,湖里,1600
苏公馆-蔡塘,湖里,1600
苏公馆-吕岭路,湖里,1600
墩上小区-高新技术园,湖里,1600
禹州高HOUS尧州新城-金尚路,湖里,1100
翔鹭花城3期-翔鹭,湖里,1100
禹州OUS尧州新城-机场附近,湖里,900
大洋雅苑-枋湖,湖里,1100
凯悦新城-枋湖,湖里,1300
金秋花园-SM附近,湖里,1300
享趣青年公寓-火炬路,湖里,1688
绿柠檬-保税区,湖里,1700
永建顶尚-枋湖,湖里,2000
天成花园-SM附近,湖里,2200
围里社-机场附近,湖里,1300
富贵门花园-枋湖,湖里,1300
宏伟大厦-枋湖,湖里,1350
富贵门花园-枋湖,湖里,1000
坂上社-枋湖,湖里,1300
围里社-机场附近,湖里,1280
禹州高HOUSE-安兜,湖里,1300
围里社-机场附近,湖里,1388
坂上社区-金尚路,湖里,1300
尚忠社260号-枋钟路,湖里,1500
枋湖外口公寓-枋湖,湖里,900
古歌华苑-蔡塘,湖里,1550
岭下小区-高新技术园,湖里,1600
火炬新天地-火炬路,湖里,1550
墩上小区-高新技术园,湖里,2850
翠湖庄园-机场附近,湖里,2500
岭兜佳园-湖边水库片,湖里,3100
国贸天琴湾-五缘湾,湖里,2000
永建顶尚-枋湖,湖里,2000
金山城-金山小区,湖里,1500
永建顶尚-枋湖,湖里,2000
其他-机场附近,湖里,2800
湖里万达广场-万达广场,湖里,15000
万科中心云玺-万达广场,湖里,4800
岭兜佳园-湖边水库片,湖里,3400
尚忠社区-枋湖,湖里,1500
祥店新村-祥店,湖里,1100
围里社-机场附近,湖里,1300
富贵门花园-枋湖,湖里,1500
富贵门花园-枋湖,湖里,1380
富贵门花园-枋湖,湖里,1400
山谷城市-金尚路,湖里,1200
坂上社区-金尚路,湖里,1378
坂上社区-金尚路,湖里,1300
尚忠社225号-枋湖,湖里,1500
湖里万达广场-万达广场,湖里,5000
湖里万达广场-万达广场,湖里,5000
源昌豪庭-南山路,湖里,16000
东方巴黎广场-Null,湖里,6000
福隆国际-Null,湖里,2500
天成花园-安兜,湖里,3200
中铁财富港湾-湖里大道,湖里,2800
新景天湖广场-江头,湖里,3000
裕兴大厦-Null,湖里,1700
江头小区-Null,湖里,1400
冠宏花园-Null,湖里,5500
新景天湖广场-Null,湖里,1650
国宝新城-江头,湖里,4500
裕兴大厦-江头,湖里,1800
裕发花园-江头,湖里,5000
富贵门花园-枋湖,湖里,1500
永建顶尚-枋湖,湖里,1630
坂上社-枋湖,湖里,1370
永建顶尚-枋湖,湖里,1200
高新技术园-五缘湾,湖里,1560
国贸阳光二期-祥店,湖里,1700
宏伟大厦-枋湖,湖里,1450
山谷城市-金尚路,湖里,750
卢厝社-枋湖,湖里,1450
坂上社区-金尚路,湖里,1580
华永天地-台湾街,湖里,2800
东方巴黎广场-江头北路,湖里,6300
华永天地-Null,湖里,3500
冠宏花园-江头北路,湖里,1300
裕发花园-SM附近,湖里,6500
永建顶尚-枋湖,湖里,2000
永建顶尚-枋湖,湖里,2200
特房山水尚座-湖边水库片,湖里,5999
万达SOHO公寓-万达广场,湖里,1900
万达SOHO公寓-万达广场,湖里,2100
兴山花园-SM附近,湖里,1000
裕兴花园-SM附近,湖里,2700
裕兴大厦-江头北路,湖里,2700
永建顶尚-枋湖,湖里,2100
枋湖社-枋湖,湖里,1399
坂上社区-金尚路,湖里,1360
富贵门花园-枋湖,湖里,900
永建顶尚-枋湖,湖里,1408
书香佳缘-枋湖,湖里,1420
山谷城市-金尚路,湖里,1000
围里社-机场附近,湖里,1300
富贵门花园-枋湖,湖里,1300
永建顶尚-枋湖,湖里,1400
永建顶尚-枋湖,湖里,1280
富贵门花园-枋湖,湖里,1580
禹州城上城-金尚路,湖里,700
禹州城上城-金尚路,湖里,700
祥店里福满园-金尚路,湖里,900
岭下小区-高新技术园,湖里,2800
岭下小区-高新技术园,湖里,4600
岭下小区-高新技术园,湖里,4000
岭下小区-高新技术园,湖里,4000
岭下小区-高新技术园,湖里,2600
岭下小区-高新技术园,湖里,4200
岭下小区-高新技术园,湖里,2700
裕兴花园-SM附近,湖里,2100
裕兴花园-SM附近,湖里,2100
裕兴花园-SM附近,湖里,3000
裕兴花园-SM附近,湖里,2700
裕兴花园-SM附近,湖里,2100
宝龙一城-吕岭路,湖里,2500
永建顶尚-枋湖,湖里,1580
富贵门花园-枋湖,湖里,1300
富贵门花园-枋湖,湖里,1300
围里社-机场附近,湖里,1300
金色阳光-枋湖,湖里,1299
永建顶尚-枋湖,湖里,1280
富贵门花园-枋湖,湖里,1300
富贵门花园-枋湖,湖里,1600
宏伟大厦-枋湖,湖里,1600
裕兴花园-SM附近,湖里,2100
裕兴花园-SM附近,湖里,2100
裕兴花园-SM附近,湖里,2700
永建顶尚-枋湖,湖里,2200
永建顶尚-金尚路,湖里,2200
永建顶尚-枋湖,湖里,2700
裕兴花园-SM附近,湖里,2700
裕兴花园-SM附近,湖里,2000
裕兴花园-SM附近,湖里,2100
裕兴花园-SM附近,湖里,2000
永建顶尚-枋湖,湖里,2200
裕兴花园-SM附近,湖里,2100
雪梨星光-大唐世家,湖里,1700
禹州城上城-枋湖,湖里,1200
墩上小区-高新技术园,湖里,4100
永建顶尚-枋湖,湖里,1400
永建顶尚-枋湖,湖里,2010
富贵门花园-枋湖,湖里,1350
永建顶尚-枋湖,湖里,1480
禹洲高HOUSE（水莲山庄）-金尚路,湖里,1300
科技村-大唐世家,湖里,1000
金色阳光-枋湖,湖里,1400
围里社-机场附近,湖里,1280
富贵门花园-枋湖,湖里,1150
坂上社区-金尚路,湖里,1650
岭下小区-高新技术园,湖里,4200
岭下小区-高新技术园,湖里,1800
古歌蔡塘de家-蔡塘,湖里,1780
古歌蔡塘de家-蔡塘,湖里,1880
大洋雅苑-枋湖,湖里,1200
筼筜温莎公馆-SM附近,湖里,4500
富贵门花园-枋湖,湖里,800
禹州城上城-金尚路,湖里,700
万达广场万科云玺-湖边水库片,湖里,4800
金福缘新城，墩岭小区-高新技术园,湖里,2500
香山碧海晴空-湖边水库片,湖里,9500
永建顶尚-枋湖,湖里,2000
筼筜温莎公馆-双浦路,湖里,5000
筼筜温莎公馆-双浦路,湖里,7500
新景华府国际-后埔,湖里,1900
富贵门花园-枋湖,湖里,1300
围里社-机场附近,湖里,1400
围里社-机场附近,湖里,1300
坂上社-枋湖,湖里,1288
富贵门花园-枋湖,湖里,1000
县后阳光公寓-县后,湖里,1300
尚忠社-枋湖,湖里,1400
围里社-机场附近,湖里,1360
尚忠社区-枋湖,湖里,1300
富贵门花园-枋湖,湖里,1280
新景华府国际-后埔,湖里,2000
新景七星府邸-后埔,湖里,3800
新景七星府邸-后埔,湖里,5500
万达SOHO公寓-湖边水库片,湖里,2200
万达SOHO公寓-万达广场,湖里,2400
冠宏花园-江头北路,湖里,4200
新景园二期-江头北路,湖里,4600
天成花园-SM附近,湖里,1900
四川大厦-嘉禾路（湖里）,湖里,3000
岭兜佳园-湖边水库片,湖里,2600
天成花园-SM附近,湖里,1800
永建顶尚-枋湖,湖里,2100
火炬新天地-火炬路,湖里,1550
兴山花园-SM附近,湖里,1500
国际山庄-金尚路,湖里,1100
围里社-机场附近,湖里,1350
围里社-机场附近,湖里,1400
富贵门花园-枋湖,湖里,1300
国贸阳光-祥店,湖里,1800
围里社-机场附近,湖里,1300
富贵门花园-枋湖,湖里,1500
富贵门花园-枋湖,湖里,1000
宏伟大厦-枋湖,湖里,1200
宏伟大厦-枋湖,湖里,1480
机场附近-金尚路,湖里,1300
宏益华府-高新技术园,湖里,1650
宏益华府-高新技术园,湖里,1600
墩上小区-高新技术园,湖里,1600
岭下小区-高新技术园,湖里,2800
岭下小区-高新技术园,湖里,2600
岭下小区-高新技术园,湖里,3700
岭下小区-高新技术园,湖里,1980
墩上小区-五缘湾,湖里,2800
墩上小区-高新技术园,湖里,2800
墩上小区-高新技术园,湖里,2800
围里社-机场附近,湖里,1550
围里社-机场附近,湖里,1600
岭下小区-高新技术园,湖里,1600
围里社-机场附近,湖里,1650
围里社-机场附近,湖里,1600
富贵门花园-枋湖,湖里,1300
富贵门花园-枋湖,湖里,1300
宏伟大厦-枋湖,湖里,1400
坂上社-枋湖,湖里,1280
围里社-机场附近,湖里,1400
山谷城市-金尚路,湖里,1100
富贵门花园-枋湖,湖里,1100
翠湖庄园-机场附近,湖里,1432
湖里高新技术园-高新技术园,湖里,1300
永建顶尚-枋湖,湖里,1350
围里社-机场附近,湖里,1550
围里社-机场附近,湖里,1550
岭下小区-高新技术园,湖里,1600
围里社-机场附近,湖里,1600
围里社-机场附近,湖里,1650
岭下小区-高新技术园,湖里,1600
围里社-机场附近,湖里,1600
围里社-机场附近,湖里,1600
围里社-机场附近,湖里,1550
枋湖社-枋湖,湖里,1500
岭下小区-高新技术园,湖里,3800
万达SOHO-万达广场,湖里,2600
万达SOHO-万达广场,湖里,2300
万达SOHO-万达广场,湖里,1900
天成花园-SM附近,湖里,2200
尚忠社-枋湖,湖里,1350
山谷城市-金尚路,湖里,950
山谷城市-金尚路,湖里,1150
永建顶尚-枋湖,湖里,1300
围里社-机场附近,湖里,1300
围里社-机场附近,湖里,1300
富贵门花园-枋湖,湖里,1500
富贵门花园-枋湖,湖里,1500
围里社-机场附近,湖里,1280
坂上社区-金尚路,湖里,1500
万达SOHO-万达广场,湖里,2300
万达SOHO-万达广场,湖里,2000
特房山水新座-湖边水库片,湖里,4800
万达SOHO-万达广场,湖里,2300
万达SOHO-万达广场,湖里,1900
万达SOHO-万达广场,湖里,2500
万达SOHO-万达广场,湖里,2300
万达SOHO-万达广场,湖里,1900
特房山水新座-湖边水库片,湖里,8000
特房山水新座-湖边水库片,湖里,5000
万达SOHO-万达广场,湖里,1700
万达SOHO-万达广场,湖里,2500
高林居住区-万达广场,湖里,3200
特房山水新座-湖边水库片,湖里,4800
万达SOHO-万达广场,湖里,2600
阳光公寓二期-高新技术园,湖里,1300
禹州高HOUSE-安兜,湖里,1300
富贵门花园-枋湖,湖里,1500
坂上社区-金尚路,湖里,1380
围里社-机场附近,湖里,1350
永建顶尚-枋湖,湖里,1600
山谷城市-金尚路,湖里,1150
华永天地-台湾街,湖里,2750
县后阳光公寓-县后,湖里,1288
永建顶尚-枋湖,湖里,1600
万达SOHO-万达广场,湖里,1900
万达SOHO-万达广场,湖里,1900
万达SOHO-万达广场,湖里,2300
特房山水尚座-湖边水库片,湖里,1250
万达SOHO-万达广场,湖里,1900
岭兜佳园-湖边水库片,湖里,3100
天成花园-江头,湖里,2200
东方巴黎广场-江头北路,湖里,3900
华永天地商业广场-江头,湖里,3000
华永天地商业广场-SM附近,湖里,2700
久邦公寓-马垄,湖里,2200
岭兜佳园-湖边水库片,湖里,2800
新景园-江头北路,湖里,1100
冠宏花园-江头北路,湖里,1000
幸福密码-金湖路,湖里,2700
围里社-机场附近,湖里,1400
围里社-机场附近,湖里,1380
富贵门花园-枋湖,湖里,1350
坂上社-枋湖,湖里,1300
永建顶尚-枋湖,湖里,1450
富贵门花园-枋湖,湖里,1850
围里社-机场附近,湖里,1300
山谷城市-金尚路,湖里,1100
围里社-机场附近,湖里,1400
坂上社-枋湖,湖里,1380
永建顶尚-枋湖,湖里,2200
岭下小区-高新技术园,湖里,4500
岭下小区-高新技术园,湖里,4300
岭下小区-高新技术园,湖里,2100
墩上小区-高新技术园,湖里,2600
久邦青年公寓-马垄,湖里,2200
禹州城上城-金尚路,湖里,800
裕兴大厦-江头北路,湖里,2500
裕兴大厦-江头北路,湖里,2500
裕兴大厦-江头北路,湖里,2500
裕兴大厦-江头北路,湖里,2100
裕兴大厦-江头北路,湖里,2100
永建顶尚-枋湖,湖里,2100
永建顶尚-枋湖,湖里,2000
永建顶尚-枋湖,湖里,2000
永建顶尚-枋湖,湖里,1500
禹州高HOUSE（尧洲新城）-安兜,湖里,1376
卢厝社-枋湖,湖里,1400
永建顶尚-枋湖,湖里,2000
永建顶尚-枋湖,湖里,2000
永建顶尚-枋湖,湖里,2000
永建顶尚-枋湖,湖里,2000
永建顶尚-枋湖,湖里,2000
永建顶尚-枋湖,湖里,2000
永建顶尚-枋湖,湖里,2000
永建顶尚-枋湖,湖里,2000
特房五缘尊府-五缘湾,湖里,1500
幸福密码-金湖路,湖里,2200
久邦公寓-大唐世家,湖里,2100
福隆国际-江头北路,湖里,1300
都市华庭-江头北路,湖里,1000
宏益华府-高新技术园,湖里,1100
岭兜佳园-湖边水库片,湖里,3500
天成花园-SM附近,湖里,2000
火炬新天地-火炬路,湖里,1700
火炬新天地-机场附近,湖里,1750
火炬新天地-火炬路,湖里,1800
火炬新天地-火炬路,湖里,1700
双狮南里-东渡,湖里,1100
华永天地商业广场-江头,湖里,4000
久邦青年公寓-SM附近,湖里,2200
金尚小区-蔡塘,湖里,4000
金尚小区-蔡塘,湖里,4300
金尚小区-蔡塘,湖里,3500
金尚小区-蔡塘,湖里,3500
梦想城真（一元花园二期）-金尚路,湖里,4200
金尚小区-蔡塘,湖里,3500
梦想城真（一元花园二期）-金尚路,湖里,4200
金尚小区-蔡塘,湖里,2800
天宇花园-金尚路,湖里,3300
金尚小区-蔡塘,湖里,2600
金尚小区-蔡塘,湖里,3400
金尚小区-蔡塘,湖里,3000
金尚小区-蔡塘,湖里,2800
金尚小区-蔡塘,湖里,2800
金尚小区-蔡塘,湖里,3600
一元花园二期梦想城真-金尚路,湖里,4200
永同昌假日国际公寓-江头,湖里,2900
宝龙一城-安兜,湖里,2400
幸福密码-金湖路,湖里,3800
幸福密码-枋湖,湖里,4000
幸福密码-金湖路,湖里,4300
梅花光电-高新技术园,湖里,3200
岭下小区-高新技术园,湖里,3500
岭下小区-高新技术园,湖里,1600
金鼎社区-东渡,湖里,900
天成花园-SM附近,湖里,1500
华永天地-SM附近,湖里,2700
幸福密码-枋湖,湖里,2900
古龙公寓-华昌路,湖里,2500
天成花园-SM附近,湖里,3200
碧湖嘉园-枋湖,湖里,850
金山小区-后坑,湖里,3500
金山国际-金山小区,湖里,2500
金山小区-后坑,湖里,3500
金山小区-后坑,湖里,3500
金山国际爱尚街-金山小区,湖里,2600
金山国际-金山小区,湖里,2400
金山国际爱尚街-金山小区,湖里,2600
金山国际-金山小区,湖里,2500
金山国际-金山小区,湖里,2500
金山国际-金山小区,湖里,4000
金山国际-金山小区,湖里,3200
金山国际-金山小区,湖里,4500
金山小区-后坑,湖里,3500
达嘉馨园-金山小区,湖里,4000
金山国际-金山小区,湖里,2500
金山小区-后坑,湖里,3800
金山国际-金山小区,湖里,2500
金山国际-金山小区,湖里,2500
金山国际爱尚街-金山小区,湖里,2600
金山国际-金山小区,湖里,2600
金山国际-枋湖,湖里,2600
金山国际爱尚街-金山小区,湖里,2600
金山国际爱尚街-金山小区,湖里,2600
金山国际爱尚街-金山小区,湖里,2600
金山国际爱尚街-金山小区,湖里,2600
金山国际-金山小区,湖里,2500
金山国际-金山小区,湖里,2500
金山国际-金山小区,湖里,3300
金山小区-后坑,湖里,3500
金山国际-金山小区,湖里,2600
金山国际-金山小区,湖里,4000
金山国际-金山小区,湖里,2600
金山国际爱尚街-金山小区,湖里,2600
金山国际-金山小区,湖里,2500
金山国际-金山小区,湖里,3200
金山国际-金山小区,湖里,3300
金山国际-金山小区,湖里,2500
金山国际-金山小区,湖里,2500
金山国际-金山小区,湖里,2600
金山国际-金山小区,湖里,2600
华永天地商业广场-江头,湖里,4000
东方巴黎广场三期-江头北路,湖里,3900
新都国际-高新技术园,湖里,3200
五华大厦-高新技术园,湖里,4300
宏益华府-高新技术园,湖里,4300
万华中心-高新技术园,湖里,3800
力拓大厦-高新技术园,湖里,2600
万华中心-高新技术园,湖里,4500
万华中心-高新技术园,湖里,4300
万华中心-高新技术园,湖里,4200
万华中心-高新技术园,湖里,4300
万华中心-高新技术园,湖里,4300
龙湖花园-枋湖,湖里,3000
岭下小区-高新技术园,湖里,2500
岭下小区-高新技术园,湖里,2000
信诚VBO-高新技术园,湖里,2000
香山碧海晴空-湖边水库片,湖里,10500
