address,area,price
永建顶尚-枋湖,湖里,2100
裕兴大厦-江头北路,湖里,2200
裕兴大厦-江头北路,湖里,2200
裕兴大厦-江头北路,湖里,2200
裕兴大厦-江头北路,湖里,2200
裕兴大厦-江头北路,湖里,2600
裕兴大厦-江头北路,湖里,2600
裕兴大厦-江头北路,湖里,2600
裕兴花园-SM附近,湖里,2000
裕兴花园-SM附近,湖里,2000
裕兴花园-SM附近,湖里,2000
裕兴花园-SM附近,湖里,2000
裕兴花园-SM附近,湖里,2000
裕兴花园-SM附近,湖里,2700
裕兴花园-SM附近,湖里,2700
裕兴花园-SM附近,湖里,2700
高林社区-万达广场,湖里,900
湖里万达广场-万达广场,湖里,1200
高林居住区-万达广场,湖里,1200
万达广场高林社区-万达广场,湖里,850
万达广场高林社区-万达广场,湖里,1600
湖里万达广场-万达广场,湖里,1300
万达广场高林社区-万达广场,湖里,900
湖里万达广场-万达广场,湖里,2000
湖里万达-万达广场,湖里,1800
湖里万达广场-万达广场,湖里,900
其他-万达广场,湖里,900
高林社区-万达广场,湖里,900
湖里万达广场-万达广场,湖里,900
湖里万达-万达广场,湖里,900
幸福密码-枋湖,湖里,4200
幸福密码-枋湖,湖里,1300
华成花园-江头,湖里,2100
华成花园-江头,湖里,3700
江浦南里江头小区-江头,湖里,2800
新景七星府邸-后埔,湖里,5600
新景七星府邸-后埔,湖里,3200
新景华府国际-后埔,湖里,1700
筼筜温莎公馆-双浦路,湖里,4800
筼筜温莎公馆-双浦路,湖里,4800
筼筜温莎公馆-双浦路,湖里,7500
筼筜温莎公馆-双浦路,湖里,5000
筼筜温莎公馆-双浦路,湖里,4800
筼筜温莎公馆-双浦路,湖里,4800
龙门天下-SM附近,湖里,2400
新景华府国际-后埔,湖里,1900
新景华府国际-后埔,湖里,1700
新景华府国际-后埔,湖里,2000
新景七星府邸-后埔,湖里,3200
新景七星府邸-后埔,湖里,5500
新景七星府邸-后埔,湖里,3800
新景七星府邸-后埔,湖里,5600
新景华府国际-后埔,湖里,2900
台北新村-仙洞路,湖里,3200
新景华府国际-后埔,湖里,3700
富贵门花园-金尚路,湖里,380
富贵门花园-枋湖,湖里,380
富贵门花园-金尚路,湖里,380
富贵门花园-金尚路,湖里,380
富贵门花园-金尚路,湖里,380
富贵门花园-金尚路,湖里,380
富贵门花园-金尚路,湖里,380
裕兴大厦-江头北路,湖里,2300
裕兴大厦-江头北路,湖里,2400
裕兴大厦-江头北路,湖里,2400
裕兴大厦-江头北路,湖里,2400
裕兴大厦-江头北路,湖里,2400
裕兴大厦-江头北路,湖里,2300
东方巴黎广场三期-江头北路,湖里,4700
东方巴黎广场三期-江头北路,湖里,4500
东方巴黎广场三期-江头北路,湖里,5200
佳丽花园-海天路,湖里,1300
幸福密码-枋湖,湖里,3200
幸福密码-枋湖,湖里,3500
其他-金山小区,湖里,1250
古歌华苑-蔡塘,湖里,1650
古歌华苑-蔡塘,湖里,1350
大唐世家二期-大唐世家,湖里,2300
幸福密码-枋湖,湖里,900
幸福密码-枋湖,湖里,2850
幸福密码-枋湖,湖里,3900
龙湖花园-枋湖,湖里,3000
裕兴花园-SM附近,湖里,2700
特房山水尚座-万达广场,湖里,1600
福龙公寓-后埔,湖里,2800
永建顶尚-枋湖,湖里,2300
裕兴大厦-江头北路,湖里,2300
裕兴大厦-江头北路,湖里,2300
德辉花园-海天路,湖里,3200
金福缘新城-高新技术园,湖里,3500
万达周边软件园西门对面-金山小区,湖里,2160
万科湖心岛-湖边水库片,湖里,1050
县后社-县后,湖里,1988
书香佳缘-枋湖,湖里,1750
宏瑞商务中心-枋湖,湖里,1588
铭爵山庄-华荣路,湖里,1999
华永天地-台湾街,湖里,4600
金尚首府-金尚路,湖里,3200
幸福密码-枋湖,湖里,2800
南泰苑-海天路,湖里,4000
裕兴大厦-江头北路,湖里,2400
幸福密码-枋湖,湖里,1300
水晶苹果-市政务中心,湖里,1300
金尚路天宇花园-金尚路,湖里,1600
裕兴大厦-江头北路,湖里,2300
金尚路天宇花园-金尚路,湖里,1600
裕兴大厦-江头北路,湖里,2300
幸福密码-枋湖,湖里,1250
裕兴大厦-江头北路,湖里,2300
围里社-机场附近,湖里,1700
裕兴大厦-江头北路,湖里,2300
裕兴大厦-江头北路,湖里,2300
裕兴大厦-江头北路,湖里,2300
裕兴大厦-江头北路,湖里,2300
裕兴大厦-江头北路,湖里,2600
裕兴大厦-江头北路,湖里,2700
裕兴大厦-江头北路,湖里,2700
裕兴大厦-江头北路,湖里,2700
山谷城市-金尚路,湖里,1100
祥店新村-金尚路,湖里,1550
宏伟大厦-枋湖,湖里,1250
围里社-机场附近,湖里,1350
宏伟大厦-枋湖,湖里,1250
宏伟大厦-枋湖,湖里,1250
禹洲城上城-金湖路,湖里,1500
宏伟大厦-枋湖,湖里,1250
富贵门花园-枋湖,湖里,1250
禹州城上城-金尚路,湖里,1200
山谷城市-金尚路,湖里,1050
山谷城市-金尚路,湖里,1000
祥店新村-金尚路,湖里,1450
祥店新村-金尚路,湖里,1500
禹州城上城-金尚路,湖里,1500
科技村-大唐世家,湖里,1400
科技村-大唐世家,湖里,1450
宏伟大厦-枋湖,湖里,1250
卢厝社-枋湖,湖里,1350
永建顶上-枋湖,湖里,1350
富贵门花园-枋湖,湖里,1250
围里社区-高新技术园,湖里,1450
宏伟大厦-枋湖,湖里,1250
山谷城市-金尚路,湖里,1000
禹州城上城-金尚路,湖里,1550
宏伟大厦-枋湖,湖里,1450
富贵门花园-枋湖,湖里,1200
围里社-机场附近,湖里,1150
永建顶上-枋湖,湖里,1550
宏伟大厦-枋湖,湖里,1350
山谷城市-金尚路,湖里,1000
富贵门花园-枋湖,湖里,1350
金山国际-金湖路,湖里,1600
其他-高新技术园,湖里,1513
金枋世家-安兜,湖里,2000
岭下小区-高新技术园,湖里,1900
宝龙•御湖官邸-湖边水库片,湖里,6900
浦园社-江头,湖里,800
围里社-机场附近,湖里,2800
龙门天下-江头北路,湖里,3500
新景园二期-江头北路,湖里,3200
厦门国际石材中心-五缘湾,湖里,2600
裕兴花园-SM附近,湖里,2700
裕兴花园-SM附近,湖里,3000
裕兴花园-SM附近,湖里,2100
世贸胡滨首府-湖边水库片,湖里,2300
宏源发吉利商厦未来之家公寓-枋湖,湖里,900
湖里枋湖-火炬路,湖里,1400
水晶森林-枋湖,湖里,1350
欣家园小区-兴湖路,湖里,1400
达嘉馨园-金山小区,湖里,2900
金尚首府-金尚路,湖里,1400
五缘公寓-五缘湾运动馆,湖里,1200
永建顶尚-枋湖,湖里,2000
裕兴大厦-SM附近,湖里,3200
天成花园-SM附近,湖里,3800
长乐村一期-殿前,湖里,2700
特房山水杰座-万达广场,湖里,1400
五通小区-万达广场,湖里,3500
世茂湖滨首府-万达广场,湖里,2300
国际石材中心-高新技术园,湖里,1680
特房五缘尊府-五缘湾,湖里,6300
翔鹭花城三期-殿前,湖里,3800
湖里区世纪嘉园-嘉园路,湖里,3200
牛头山公园旁港务局宿舍-东渡,湖里,860
金枋世家小区-枋湖,湖里,3500
裕兴花园-SM附近,湖里,2000
国际邮轮城二期-东渡,湖里,6000
高林村高林社103号-万达广场,湖里,800
高林村高林社103号-万达广场,湖里,1000
万华中心-高新技术园,湖里,1900
万华中心-高新技术园,湖里,2800
江头后埔-后埔,湖里,500
金枋世家小区-枋湖,湖里,4300
蔡塘社区-蔡塘,湖里,1400
东晖广场-枋湖,湖里,1500
蔡塘社区-蔡塘,湖里,1780
世茂湖滨首府B区-湖边水库片,湖里,2400
东渡路85-1-东渡,湖里,2600
国贸阳光-祥店,湖里,2500
速家公寓 金山店-金尚路,湖里,1700
UONE天地-嘉禾路（湖里）,湖里,1338
园山北里-大唐世家,湖里,730
祥店新村-祥店,湖里,2600
永升新城-嘉园路,湖里,2850
第二城快乐天地-祥店,湖里,1700
翔鹭花城二期-殿前,湖里,4300
金尚路天宇花园-金尚路,湖里,699
德辉花园-海天路,湖里,2400
新景天湖广场-台湾街,湖里,1200
古歌华苑-蔡塘,湖里,1460
金庄花园-鸿宾路,湖里,700
古歌华苑-蔡塘,湖里,1050
古歌华苑-蔡塘,湖里,1260
天成花园-SM附近,湖里,1500
天成花园-江头,湖里,1700
天成花园-SM附近,湖里,2200
天成花园-SM附近,湖里,1900
天成花园-江头,湖里,1600
天成花园-SM附近,湖里,1700
天成花园-江头,湖里,2200
天成花园-SM附近,湖里,1850
天成花园-SM附近,湖里,1500
都市港湾-东渡,湖里,1699
高林居住区-万达广场,湖里,3500
湖里万达广场-枋湖,湖里,2500
万华中心-高新技术园,湖里,4600
泰和花园-吕岭路,湖里,3800
翔鹭花城-殿前,湖里,900
康乐新村一期-南山路,湖里,1050
湖里万达广场-万达广场,湖里,2300
雪梨星光-大唐世家,湖里,1650
嘉禾路福隆国际-吕厝,湖里,3200
百果山公寓-SM附近,湖里,1250
宏益华府-高新技术园,湖里,1650
金鼎社区-东渡,湖里,2900
万科云玺-万达广场,湖里,2200
龙门天下-江头,湖里,1800
蔡塘-蔡塘,湖里,2280
晶尚名苑-金湖路,湖里,2280
裕龙国际大厦（五缘湾五缘印象二期）-安兜,湖里,1580
东方巴黎广场三期-江头北路,湖里,5500
裕兴花园-SM附近,湖里,1800
金枋世家小区-枋湖,湖里,3200
穆厝-金湖路,湖里,2400
晓筑公寓-后坑,湖里,1150
建发湾区SOHO-市政务中心,湖里,5700
晓筑公寓-蔡塘,湖里,2100
晓筑公寓-蔡塘,湖里,2400
晓筑公寓-蔡塘,湖里,2600
晓筑公寓-蔡塘,湖里,3000
晓筑公寓-蔡塘,湖里,1750
晓筑公寓-蔡塘,湖里,1400
晓筑公寓-蔡塘,湖里,1650
晓筑公寓-蔡塘,湖里,2100
晓筑公寓-蔡塘,湖里,1650
晓筑公寓-蔡塘,湖里,1800
晓筑公寓-蔡塘,湖里,1750
后坑后社-后坑,湖里,1300
后坑后社-后坑,湖里,1450
后坑前社-后坑,湖里,1600
蔡塘社区-蔡塘,湖里,3000
蔡塘社区-湖边水库片,湖里,3000
蔡塘社区-蔡塘,湖里,3000
晓筑青年公寓-蔡塘,湖里,1650
鹭城晓筑-蔡塘,湖里,1400
晓筑公寓-后坑,湖里,1300
晓筑公寓-后坑,湖里,1300
蔡塘社区-后坑,湖里,1500
蔡塘广场-湖边水库片,湖里,1650
蔡塘广场-后坑,湖里,1650
蔡塘社区-万达广场,湖里,3000
鹭城晓筑-蔡塘,湖里,1750
晓筑公寓-蔡塘,湖里,1750
晓筑公寓-蔡塘,湖里,1750
晓筑公寓-蔡塘,湖里,1850
晓筑公寓-蔡塘,湖里,2400
晓筑公寓-蔡塘,湖里,1800
晓筑公寓-蔡塘,湖里,1800
晓筑公寓-蔡塘,湖里,1800
晓筑公寓-蔡塘,湖里,1000
晓筑公寓-蔡塘,湖里,1750
晓筑公寓-蔡塘,湖里,1400
晓筑公寓-蔡塘,湖里,1300
晓筑公寓-蔡塘,湖里,1400
晓筑公寓-蔡塘,湖里,2100
晓筑公寓-蔡塘,湖里,1750
晓筑公寓-蔡塘,湖里,1400
县后阳光公寓-县后,湖里,1700
岭下小区-高新技术园,湖里,1600
火炬新天地-火炬路,湖里,1550
兴园雅苑-兴隆路,湖里,2600
冠宏花园-嘉禾路（湖里）,湖里,3200
大唐世家六期-大唐世家,湖里,950
特房五缘新座-五缘湾,湖里,4800
蔡塘社-蔡塘,湖里,1000
莱茵花苑（金尚小区旁）-金尚路,湖里,1500
其他-金尚路,湖里,3900
碧湖嘉园-枋湖,湖里,1800
龙门天下-SM附近,湖里,2000
富贵门花园-枋湖,湖里,900
富贵门花园-枋湖,湖里,800
富贵门花园-枋湖,湖里,900
富贵门花园-枋湖,湖里,800
华永天地-台湾街,湖里,2800
华永天地-台湾街,湖里,2800
华永天地-台湾街,湖里,4800
华永天地-台湾街,湖里,2800
华永天地-台湾街,湖里,2800
富贵门花园-枋湖,湖里,600
富贵门花园-枋湖,湖里,700
华永天地-台湾街,湖里,4500
碧湖嘉园-枋湖,湖里,1800
华永天地-台湾街,湖里,4500
富贵门花园-枋湖,湖里,750
华永天地-台湾街,湖里,4500
东方巴黎广场三期-江头北路,湖里,6000
金林湾花园-万达广场,湖里,1200
其他-泥金社,湖里,870
万科云玺-万达广场,湖里,750
湖里万达-万达广场,湖里,1200
湖里万达-万达广场,湖里,750
湖里万达-万达广场,湖里,650
湖里区东渡双狮南里-疏港路,湖里,1100
万科云玺-万达广场,湖里,1600
德辉花园-海天路,湖里,2900
赣商大厦-机场附近,湖里,5000
双鲤新城-机场附近,湖里,2600
筼筜温莎公馆-双浦路,湖里,9500
禹州城上城-枋湖,湖里,800
高林居住区-万达广场,湖里,650
禹州城上城-金尚路,湖里,1100
禹州城上城-枋湖,湖里,1200
塘边社-南山路,湖里,800
万景花园宜宾路68号2栋505B-宜宾路,湖里,2000
金尚小区-金尚路,湖里,3000
大唐世家二期-兴隆路,湖里,2800
湖里区圆山公寓-乌石浦,湖里,2800
嘉隆公寓-江头,湖里,1700
万华中心-高新技术园,湖里,1650
康乐一期-康乐,湖里,2400
幸福密码小区-金尚路,湖里,1150
裕发花园-江头,湖里,4850
其他-万达广场,湖里,1100
泊捷公寓-泥金社,湖里,1500
山谷城市-金尚路,湖里,2400
湖里万达-万达广场,湖里,3500
港务宿舍-东渡,湖里,865
翠湖庄园-机场附近,湖里,3900
晓筑公寓-蔡塘,湖里,1750
恒丰花园-长岸路,湖里,2600
中铁财富港湾-江头北路,湖里,4500
兴隆阁-兴隆路,湖里,650
兴湖花园-保税区,湖里,1000
湖里万达-万达广场,湖里,2600
马山安置小区-后坑,湖里,3800
金枋世家-枋湖,湖里,3100
源泉山庄-枋湖,湖里,2700
县后-县后,湖里,3000
华永天地-台湾街,湖里,4300
明德花园-南山路,湖里,2500
青派公寓-高新技术园,湖里,1700
嘉禾路福隆国际-吕厝,湖里,1500
蔡坑社8号楼-枋湖,湖里,1300
凯悦新城-枋湖,湖里,1200
特房山水尚座-湖边水库片,湖里,1500
宏山新村-金尚路,湖里,3200
宏益华府-高新技术园,湖里,1700
嘉诚花园-乌石浦,湖里,700
其他-枋湖,湖里,1340
天地花园-江头,湖里,1400
古歌公寓古歌金山的家-后坑,湖里,1700
古歌蔡塘de家-蔡塘,湖里,2200
凯悦新城-枋湖,湖里,1600
世贸湖滨首府-湖边水库片,湖里,2300
永建顶尙-枋湖,湖里,2000
力拓大厦-高新技术园,湖里,1100
国际石材中心-高新技术园,湖里,3800
中铁财富港湾-嘉禾路（湖里）,湖里,2750
特房山水杰座-万达广场,湖里,1200
青友公寓-枋湖,湖里,1275
湖里万达广场-万达广场,湖里,2250
鑫伟厦公寓-蔡塘,湖里,1150
马垅古塘垄藤林公寓-殿前,湖里,600
太微花园-后埔,湖里,800
江头中环花园-江头,湖里,1300
特房山水杰座-湖边水库片,湖里,1600
梅阳花园-SM附近,湖里,2700
新景园-吕厝,湖里,3200
特房山水杰座-湖边水库片,湖里,5500
古龙公寓-华昌路,湖里,2300
万达广场高林社区1室1厅1卫40平米-万达广场,湖里,900
特房五缘尚座-市政务中心,湖里,1000
金枋世家-枋湖,湖里,1050
泰裕新城-康乐,湖里,1200
天宇花园-金尚路,湖里,1300
永建顶尚-枋湖,湖里,2000
古歌华苑-蔡塘,湖里,1610
祥店新村-金尚路,湖里,1250
金枋世家-枋湖,湖里,1150
泰和花园-吕岭路,湖里,2500
新景七星公馆-后坑,湖里,2300
国际邮轮城一期-东渡,湖里,6500
坂上大门-县后,湖里,1400
坂上社-高新技术园,湖里,800
坂上大门口-金尚路,湖里,600
金山小区-后坑,湖里,1000
国际石材中心-高新技术园,湖里,2400
宏益华府-高新技术园,湖里,2200
南山新村-南山路,湖里,2000
金尚小区-金尚路,湖里,2800
祥店新村-祥店,湖里,1100
祥店新村-祥店,湖里,1400
书香佳缘-枋湖,湖里,1600
小东山村-大唐世家,湖里,85000
金绿物流城-机场附近,湖里,1500
吕岭花园-双浦路,湖里,800
乌石埔-乌石浦,湖里,2000
祥店新村-金尚路,湖里,900
金苑公馆-后埔,湖里,4000
国贸阳光-祥店,湖里,5000
亿星大厦-江头北路,湖里,4000
吕岭路泰和花园彩虹花园旁吕岭花园银岭园-双浦路,湖里,2500
万达SOHO-万达广场,湖里,2800
蔡塘-蔡塘,湖里,2080
世贸湖滨首府-湖边水库片,湖里,2300
明发豪庭-江头,湖里,1100
东方巴黎广场二期-江头北路,湖里,5000
冠宏花园-江头北路,湖里,5200
明发豪庭-江头北路,湖里,5000
新景天湖广场-江头北路,湖里,3500
东方巴黎广场三期-江头北路,湖里,4300
亿星大厦-江头北路,湖里,5000
东方巴黎广场-江头北路,湖里,5500
中铁财富港湾-江头北路,湖里,4000
冠宏花园-江头北路,湖里,2200
豪峰大厦-江头北路,湖里,4200
东方巴黎广场三期-江头北路,湖里,5400
东方巴黎广场三期-江头北路,湖里,6200
新景天湖广场-江头北路,湖里,4000
新景园二期-江头北路,湖里,3200
冠宏花园-江头北路,湖里,4000
东方巴黎广场-江头北路,湖里,4500
东方巴黎广场三期-江头北路,湖里,4700
东方巴黎广场三期-江头北路,湖里,5000
寨上生活小区-殿前,湖里,590
金山小区-金山小区,湖里,3500
梅阳花阳-枋湖,湖里,3200
湖里枋钟路安兜北里-Null,湖里,3500
双鲤新城-Null,湖里,4200
江头中环花园-江头,湖里,1300
东渡工商局宿舍楼-东渡,湖里,2500
中铁财富港湾-江头北路,湖里,3200
都市华庭-江头北路,湖里,3200
冠宏花园-江头北路,湖里,4300
欣华花园二期-华荣路,湖里,1400
县后阳光公寓-县后,湖里,1400
永建顶尚-枋湖,湖里,1900
三航公寓-保税区,湖里,1800
铭爵山庄-华荣路,湖里,3200
大唐世家三期-大唐世家,湖里,3500
龙门天下-SM附近,湖里,1600
马山安置小区-金尚路,湖里,3700
世茂湖滨首府B区-湖边水库片,湖里,1400
源昌豪庭一期-康乐,湖里,18000
康乐新村一期-南山路,湖里,18700
万景花园-南山路,湖里,2500
康乐新村一期-南山路,湖里,2800
康乐新村一期-南山路,湖里,1980
万景花园-南山路,湖里,2200
源昌豪庭-南山路,湖里,2800
源昌豪庭-南山路,湖里,2800
万景花园-南山路,湖里,5800
源昌豪庭-南山路,湖里,3500
源昌豪庭-南山路,湖里,3500
长乐村-翔鹭,湖里,16000
康乐新村二期源昌豪庭-康乐,湖里,4500
源昌豪庭-南山路,湖里,2500
万景花园-南山路,湖里,2400
三德兴员工新村-康乐,湖里,2300
台北新村-康乐,湖里,2900
源昌豪庭-南山路,湖里,2300
康乐新村一期-南山路,湖里,3300
仙洞山庄-南山路,湖里,2800
公安局宿舍-东渡,湖里,1750
公安局宿舍-东渡,湖里,1600
蔡塘社区-蔡塘,湖里,700
怡鹭大厦-SM附近,湖里,1800
龙门天下-SM附近,湖里,2400
禹州新村-南山路,湖里,2300
瓯宁公寓-枋湖,湖里,700
湖里区禾山街道岭下农贸市场-高新技术园,湖里,650
枋湖永建顶尚1室1厅1卫30m²-金尚路,湖里,1800
新景华府国际-后埔,湖里,2900
梅阳花园-SM附近,湖里,2800
江浦南里-江头,湖里,1100
其他-江头,湖里,1260
东晖广场-金湖路,湖里,1000
金秋花园-后坑,湖里,1600
其他-蔡塘,湖里,1200
神山公寓-殿前,湖里,2200
翔鹭花城三期-殿前,湖里,480
创业大厦享趣青年公寓-火炬路,湖里,1299
世茂湖滨首府-湖边水库片,湖里,1450
世茂湖滨首府-湖边水库片,湖里,1200
世茂湖滨首府-湖边水库片,湖里,1300
华永天地-江头,湖里,2300
欣华花园-华荣路,湖里,1350
山谷城市-金山小区,湖里,1100
厦门湖里怡景花园-嘉园路,湖里,3500
德辉花园二期-海天路,湖里,950
特房山水新座-湖边水库片,湖里,6000
兴隆阁-保税区,湖里,3200
金山花园-金山小区,湖里,3800
金山城-金山小区,湖里,5500
雪梨星光一期-大唐世家,湖里,3300
信达小区-兴隆路,湖里,1500
欣家园-保税区,湖里,1519
都市港湾-东渡,湖里,6800
金山城-金山小区,湖里,5200
建发湾区SOHO众创空间-五缘湾,湖里,5500
湖里和通里-东渡,湖里,5500
蔡塘社-蔡塘,湖里,700
禾山信用社宿舍-乌石浦,湖里,1200
阳光公寓后面-县后,湖里,2000
金尚小区-金尚路,湖里,1500
兴山花园-SM附近,湖里,2300
金龙公寓-江头,湖里,3200
湖里世纪嘉园楼中楼一层-嘉园路,湖里,2800
sm江头禾山赛格电子对面龙潭花园次卧900好房出租-SM附近,湖里,900
万达SOHO-万达广场,湖里,2500
吕岭花园-双浦路,湖里,3600
湖里大唐世家-大唐世家,湖里,1688
蔡塘社&蔡塘村-蔡塘,湖里,750
和宁里小区-濠头,湖里,3200
鹭槟大厦-东渡,湖里,2800
新景华府国际-江头,湖里,3500
华林金盛花园-金尚路,湖里,3300
嘉景花园-SM附近,湖里,1600
特房五缘新座-市政务中心,湖里,4600
德辉花园-海天路,湖里,1000
建发湾区SOHO众创空间A栋-市政务中心,湖里,4700
高林居住区二期-万达广场,湖里,3300
特房五缘新座-市政务中心,湖里,3000
双狮山小区-东渡,湖里,2500
芙蓉苑-芙蓉苑,湖里,2100
鹭槟大厦-东渡,湖里,3666
新景华府国际-SM附近,湖里,5600
新景华府国际-后埔,湖里,1800
圆山公寓小区-大唐世家,湖里,720
龙腾花园二期-悦华路,湖里,1850
其他-高新技术园,湖里,2730
西潘-金山小区,湖里,780
华永天地-台湾街,湖里,2700
特房山水尚座-湖边水库片,湖里,1300
龙山小区-金尚路,湖里,950
富贵门花园小区-金尚路,湖里,1650
都市港湾-东渡,湖里,1500
新景华府国际-江头,湖里,5300
世茂湖滨首府-蔡塘,湖里,2300
五缘湾新景缘-五缘湾运动馆,湖里,3000
太微山庄-金尚路,湖里,1000
太微山庄-金尚路,湖里,1100
力拓新城-五缘湾,湖里,1800
都市港湾-东渡,湖里,6800
国际邮轮城一期-东渡,湖里,6500
都市港湾-东渡,湖里,6800
青派公寓-机场附近,湖里,2150
嘉福花园-机场附近,湖里,3000
三五三一办公公寓-金湖路,湖里,650
钟宅村-钟宅,湖里,500
蔡塘广场正对面-蔡塘,湖里,800
嘉福花园-机场附近,湖里,3000
太微花园-金尚路,湖里,2800
湖里枋湖碧湖嘉园-枋湖,湖里,4500
其他-枋湖,湖里,1400
速家公寓-后坑,湖里,1800
大唐商务中心-大唐世家,湖里,1500
西潘-金山小区,湖里,500
翔鹭花城三期-殿前,湖里,1200
嘉景花园-乌石浦,湖里,1300
厦门古龙公寓小区-华昌路,湖里,1000
金山小区-金山小区,湖里,1300
金山小区-金山小区,湖里,1300
金尚路天宇花园-金尚路,湖里,1100
禹洲棕榈城-东渡,湖里,5200
湖里万达SOHO-万达广场,湖里,450
湖里万达-万达广场,湖里,1300
厦门中医院后温馨家园小区-金尚路,湖里,1700
和谐家园-江头,湖里,3300
新景华府国际-后埔,湖里,2900
县后阳光公寓-县后,湖里,1400
中港花园二期（SM附近）-SM附近,湖里,750
蔡塘社区-蔡塘,湖里,1200
新景华府-后埔,湖里,3000
特房山水尚座-万达广场,湖里,1900
鑫伟厦公寓-蔡塘,湖里,900
吕岭花园-江头,湖里,3000
铭爵山庄-湖里大道,湖里,3300
湖里区安兜社-安兜,湖里,950
恒安国际广场-五缘湾,湖里,2000
新景华府国际-后埔,湖里,4500
鹭槟大厦 全新装修 免中介 拎包入住-东渡,湖里,10
裕兴花园-SM附近,湖里,1900
禹洲城上城-金湖路,湖里,6800
欣华花园二期-华荣路,湖里,1300
其他-Null,湖里,1500
县后-县后,湖里,2000
县后-县后,湖里,950
书香佳缘-枋湖,湖里,3100
新景华府国际-江头,湖里,3100
新景华府国际-后埔,湖里,2700
凯悦新城-枋湖,湖里,1100
新金花园-吕岭路,湖里,3200
龙潭花园-湖里大道,湖里,2600
豪峰大厦-江头,湖里,710
金尚后坑前社112号-后坑,湖里,630
嘉福花园-枋钟路,湖里,2800
建发湾区SOHO-市政务中心,湖里,4800
凯悦新城-枋湖,湖里,650
金秋花园-后坑,湖里,1600
龙湖花园-枋湖,湖里,750
和旭里小区-保税区,湖里,1000
信诚VBO-高新技术园,湖里,1450
万华中心-高新技术园,湖里,4100
万华中心-高新技术园,湖里,4100
国际石材-高新技术园,湖里,3100
1798创业大街-蔡塘,湖里,55
永建顶尚-金尚路,湖里,1900
国际石材中心-高新技术园,湖里,3300
禹州城上城-枋湖,湖里,1400
新景华府国际-江头,湖里,3000
新景华府国际-江头,湖里,1800
建发中央天成-祥店,湖里,3200
天宝花园-双浦路,湖里,3000
特房五缘尚座-五缘湾,湖里,6600
东晖广场-枋湖,湖里,1200
园山南路后埔坐标文创园-江头北路,湖里,1300
SM旁带阳台、电梯50平米单身公寓拎包入住，家具家电齐全-乌石浦,湖里,2000
湖边花园-万达广场,湖里,2600
兴山花园-SM附近,湖里,900
东渡海洋研究所小区-东渡,湖里,4500
康乐新村一期-康乐,湖里,2700
碧湖嘉园-枋湖,湖里,2600
裕发花园-江头,湖里,5500
马山安置小区-后坑,湖里,3100
安兜村-安兜,湖里,800
湖里万达SOHO-万达广场,湖里,3000
金秋花园-后坑,湖里,1600
宝龙一城-安兜,湖里,2300
金山小区-金山小区,湖里,1400
金山国际-金山小区,湖里,3700
其他-东渡,湖里,1030
高崎新村-Null,湖里,300
加州花园-大唐世家,湖里,3500
五通村泥金社-泥金社,湖里,400
融景湾-湖边水库片,湖里,2550
科技村-SM附近,湖里,3200
湖里万达广场-万达广场,湖里,2000
江头花园-SM附近,湖里,5000
快乐天地-祥店,湖里,1560
源生公寓-金山小区,湖里,1000
小东山村-殿前,湖里,550
枋湖南路永建顶尚免中介-枋湖,湖里,1800
第二城快乐天地-祥店,湖里,3500
湖边花园B区-湖边水库片,湖里,3300
国贸蓝海-机场附近,湖里,1300
天成花园-SM附近,湖里,1500
富贵门花园-枋湖,湖里,1250
禹州城上城-金尚路,湖里,1200
泉水湾一期-乐海路,集美,900
金博水岸-集美周边,集美,3500
金銮湾-集美周边,集美,2600
悦美筼筜-集美周边,集美,3000
悦美筼筜-集美周边,集美,1700
万美花园-浔江路,集美,800
莲花新城湖园-集美新城,集美,3000
莲花新城臻园-集美新城,集美,1500
泉舜泉水湾二期适合厦门空港管理人员和家庭居住-乐海路,集美,3200
广宇公寓-集美周边,集美,1500
悦美筼筜-集美周边,集美,1600
金博水岸-集美周边,集美,2600
碧海蓝天-浔江路,集美,1550
悦美筼筜-集美周边,集美,1500
金海湾-集美周边,集美,2200
万科金域华府二期-集美周边,集美,3800
中交和美新城-集美新城,集美,1500
中交和美新城-集美新城,集美,1500
水晶湖郡1期A区-华侨大学,集美,1550
纺织路-集美周边,集美,2000
水晶湖郡-华侨大学,集美,3500
莲花新城湖园-集美新城,集美,2800
中交和美新城-集美新城,集美,800
悦美筼筜-集美周边,集美,1500
国贸天悦-集美周边,集美,2700
万科金域华府二期-集美周边,集美,2000
住宅莲花尚院-华侨大学,集美,1400
莲花尚院2-孙坂路,集美,1450
莲花尚院1-华侨大学,集美,1200
莲花尚院1-华侨大学,集美,1500
莲花尚院1-华侨大学,集美,1300
莲花尚院1-华侨大学,集美,1250
泉舜泉水湾-嘉庚体育馆,集美,1200
集美水晶湖郡二期B区-滨海西大道,集美,1250
滨水小区4-孙坂路,集美,1300
莲花尚院-华侨大学,集美,1400
水晶湖郡1期A区-华侨大学,集美,1100
住宅莲花尚院-集美新城,集美,1200
莲花尚院-华侨大学,集美,1200
莲花尚院-华侨大学,集美,1100
莲花尚院-华侨大学,集美,1500
莲花尚院-华侨大学,集美,1700
中交和美新城-软件园三期,集美,1500
莲花尚院-华侨大学,集美,1350
住宅莲花尚院-集美新城,集美,1300
莲花尚院-华侨大学,集美,1400
杏福园-集美周边,集美,1500
莲花新城湖园-集美新城,集美,1000
