addr,area,price
芙蓉区远大一路与商贸路交汇处东北角,芙蓉区,2000
浏阳河大道一段588号(浏阳河大道与古汉路交汇处),芙蓉区,5913
浏阳河大道一段588号(浏阳河大道与古汉路交汇处),芙蓉区,5008
浏阳河大道一段588号(浏阳河大道与古汉路交汇处),芙蓉区,5913
浏阳河大道一段588号(浏阳河大道与古汉路交汇处),芙蓉区,9963
浏阳河大道一段588号(浏阳河大道与古汉路交汇处),芙蓉区,6732
浏阳河大道一段588号(浏阳河大道与古汉路交汇处),芙蓉区,6320
浏阳河大道一段588号(浏阳河大道与古汉路交汇处),芙蓉区,9963
浏阳河大道一段588号(浏阳河大道与古汉路交汇处),芙蓉区,9937
东二环一段1057号,芙蓉区,1900
芙蓉芙蓉区人民东路10号,芙蓉区,3000
长沙市芙蓉区南阳街8号,芙蓉区,3300
长沙市芙蓉区人民中路357,芙蓉区,1500
湖南省长沙市芙蓉区白沙路26号,芙蓉区,3500
长沙市芙蓉区南阳街8号,芙蓉区,3400
芙蓉区农科院丰泽小区(远大二路南),芙蓉区,1600
火星镇龙柏路朝霞巷12号（田家炳中学旁）军安小区,芙蓉区,1800
芙蓉区晚报大道548号,芙蓉区,3300
浏阳河大道一段588号(浏阳河大道与古汉路交汇处),芙蓉区,2000
芙蓉区远大路与农园路交汇处,芙蓉区,2200
芙蓉远大一路629号马王堆汽配市场旁,芙蓉区,14000
芙蓉远大一路与双杨路交汇处西南角,芙蓉区,3000
长沙市芙蓉区人民东路469号（人民东路与杉木路交汇处）长房东云台,芙蓉区,2000
芙蓉区火炬西路烈士公园东大门（57度湘王府店旁）,芙蓉区,2300
芙蓉区火炬西路烈士公园东大门（57度湘王府店旁）,芙蓉区,2300
长沙市芙蓉区曙光北路5号,芙蓉区,1300
长沙市芙蓉区八一路38号,芙蓉区,1800
芙蓉区远大路与农园路交汇处,芙蓉区,2300
芙蓉远大路801号(与汉城路交汇处),芙蓉区,2280
长沙市芙蓉区马王堆新合村二组,芙蓉区,2000
芙蓉区识字岭麻园湾52号,芙蓉区,2100
芙蓉区晚报大道548号,芙蓉区,1800
芙蓉区古曲北路116号,芙蓉区,2800
长沙市芙蓉区人民西路170号,芙蓉区,800
湖南省长沙市芙蓉区火炬中路362号,芙蓉区,2600
湖南省长沙市芙蓉区马王堆北路与纬二路交汇处,芙蓉区,75000
五一西路189号,芙蓉区,2600
纬二路与马王堆北路交叉口南150米,芙蓉区,1800
芙蓉区东二环二段221号,芙蓉区,2500
湖南省长沙市芙蓉区东二环2段238号,芙蓉区,2200
杨家山立交桥东北角东方之珠住宅芙蓉人民东路5号,芙蓉区,10000
长沙市芙蓉区人民中路357,芙蓉区,1000
远大一路226号,芙蓉区,1500
长沙市万家丽北路三段499,芙蓉区,8000
晚报大道596号,芙蓉区,3200
芙蓉区远大路与古曲北路交汇处,芙蓉区,1500
芙蓉浏阳河东远大路和双杨路交汇处西北角(中石化加油站北侧),芙蓉区,2000
建湘路36号天心城市广场（黄金之城）,芙蓉区,3600
长沙市芙蓉区八一路383号,芙蓉区,2800
人民中路121号,芙蓉区,2000
人民中路121号,芙蓉区,2000
湖南省长沙市芙蓉区文艺路8号,芙蓉区,1700
长沙市芙蓉区人民中路357,芙蓉区,1600
长沙市芙蓉区人民中路357,芙蓉区,2000
长沙市芙蓉中路218号,芙蓉区,2000
芙蓉远大路801号(与汉城路交汇处),芙蓉区,1850
湘湖路桑梓巷45号,芙蓉区,2300
长沙市芙蓉区朝阳路78号,芙蓉区,1800
芙蓉区八一路418号,芙蓉区,2600
芙蓉区八一路418号,芙蓉区,2300
湖南省长沙市五一大道125号,芙蓉区,3300
车站北路168号,芙蓉区,2500
长沙市芙蓉区犁头前街2号,芙蓉区,2900
长沙市芙蓉区五一西路936号（五一新干线对面）,芙蓉区,3500
湖南省长沙市五一大道125号,芙蓉区,3600
湖南省长沙市五一大道125号,芙蓉区,3000
长沙市韶山北路128号,芙蓉区,3000
长沙市芙蓉区人民中路357,芙蓉区,1900
长沙市人民东路440号通发公寓,芙蓉区,1700
北临晚报大道长沙晚报报业大楼的正对面展览馆路228号,芙蓉区,1500
长沙市韶山北路128号,芙蓉区,2600
长沙市芙蓉区人民中路357,芙蓉区,1500
长沙市芙蓉区曙光北路5号,芙蓉区,1400
长沙市芙蓉区曙光北路5号,芙蓉区,1200
长沙市芙蓉区人民中路357,芙蓉区,2200
长沙市芙蓉区五一大道766号,芙蓉区,3500
车站北路289号,芙蓉区,3300
湖南省长沙市雨花区人民东路168号,芙蓉区,3000
五一大道158号长岛路口,芙蓉区,2300
芙蓉区远大路与古曲北路交汇处,芙蓉区,2000
芙蓉区古曲路888号(人民东路与古曲路交汇处扬帆市场东大门旁),芙蓉区,2200
长沙市芙蓉区远大一路建安新商汇1楼,芙蓉区,3000
芙蓉区火炬西路烈士公园东大门（57度湘王府店旁）,芙蓉区,2300
湖南省长沙市芙蓉区双杨路,芙蓉区,1700
芙蓉区八一路418号,芙蓉区,2400
远大一路976号,芙蓉区,2300
远大一路976号,芙蓉区,2500
长沙市芙蓉区朝阳路78号,芙蓉区,1700
解放东路向韶街2号(曙光路与解放路交汇处西北边),芙蓉区,2500
长沙市芙蓉区人民中路357,芙蓉区,1900
长沙芙蓉区省政府五所,芙蓉区,2400
湖南省长沙市芙蓉区双杨路,芙蓉区,2400
长沙市芙蓉区曙光北路5号,芙蓉区,1550
湖南省长沙市雨花区怡园街89,芙蓉区,3000
湖南省长沙市五一大道125号,芙蓉区,2600
芙蓉区万家丽中路一段22号,芙蓉区,2400
长沙市芙蓉区人民东路199号,芙蓉区,4500
芙蓉区八一路418号,芙蓉区,2000
芙蓉区远大一路与商贸路交汇处东北角,芙蓉区,1800
长沙市芙蓉区曙光北路5号,芙蓉区,1700
芙蓉区蔡锷南路77号,芙蓉区,2300
远大一路226号,芙蓉区,2800
远大一路226号,芙蓉区,1600
芙蓉区万家丽中路一段22号,芙蓉区,1400
长沙市芙蓉区曙光北路5号,芙蓉区,1800
长沙市芙蓉区人民东路111号,芙蓉区,2600
湖南省长沙市芙蓉区八一路10号,芙蓉区,3500
远大一路226号,芙蓉区,1850
万家丽中路1段112,芙蓉区,2300
长沙市芙蓉区长星路165号,芙蓉区,1500
长沙市芙蓉区长星路165号,芙蓉区,2000
长沙市芙蓉区长星路165号,芙蓉区,1800
长沙市芙蓉区蔡锷中路222号,芙蓉区,2000
迎宾路246,芙蓉区,4700
湖南省长沙市芙蓉区人民东路德政园社区,芙蓉区,2200
长沙市芙蓉区朝阳路78号,芙蓉区,2450
人民东路777号,芙蓉区,16800
浏阳河大道一段588号(浏阳河大道与古汉路交汇处),芙蓉区,4200
长沙市芙蓉区朝阳路78号,芙蓉区,2400
芙蓉区万家丽北路三段569号,芙蓉区,4800
东二环一段1212,芙蓉区,1450
人民东路458号（芙蓉区政府向东500米),芙蓉区,3900
长沙市韶山北路109号（产权地址）,芙蓉区,4200
芙蓉区远大路970号（远大路与浏阳河交汇处西南角,芙蓉区,1300
长沙市芙蓉区人民中路35号,芙蓉区,3500
长沙市芙蓉区远大一路1149号,芙蓉区,2000
芙蓉区万家丽北路三段569号,芙蓉区,3500
长沙市芙蓉区南阳街8号,芙蓉区,5500
长沙市芙蓉区人民东路315号,芙蓉区,5300
芙蓉区古曲北路116号,芙蓉区,2200
芙蓉区远大二路725号,芙蓉区,1600
浏阳河大道一段588号(浏阳河大道与古汉路交汇处),芙蓉区,2000
长沙市车站北路230-1号,芙蓉区,2000
新军路2号（五一大道与韶山路的交叉口的西北角）,芙蓉区,2500
杨家山立交桥西北角,芙蓉区,1800
芙蓉区火星纬二路紫芸阁,芙蓉区,1300
五一大道158号长岛路口,芙蓉区,4800
平安街与朝阳路交叉口东北200米,芙蓉区,2000
湖南省长沙市芙蓉区火炬中路362号,芙蓉区,2400
湖南省长沙市芙蓉区人民东路与万家丽路交汇处东北角,芙蓉区,2800
长沙市芙蓉区万家丽中路一段207号,芙蓉区,1200
车站北路289号,芙蓉区,4500
长沙市芙蓉区蔡锷中路222号,芙蓉区,3600
解放中路263号,芙蓉区,1500
芙蓉区古曲北路20号,芙蓉区,2800
湖南省长沙市芙蓉区车站北路319号,芙蓉区,8000
长沙市车站北路230-1号,芙蓉区,1800
长沙市芙蓉区朝阳路78号,芙蓉区,2500
车站北路228号,芙蓉区,3400
德政街与恒大路交叉路口荷花园市直教师村,芙蓉区,2200
湖南省长沙市芙蓉区马王堆中路与马王堆南路交叉口西北200米,芙蓉区,3000
湖南省长沙市芙蓉区白沙路识字里073号,芙蓉区,1500
长沙市芙蓉区火炬路368号,芙蓉区,3500
芙蓉区八一路418号,芙蓉区,2500
长沙市芙蓉区马王堆新合村二组,芙蓉区,1600
湖南省长沙市芙蓉区远大路与二环交汇的东南角德政街300号,芙蓉区,1600
长沙市芙蓉中路458号,芙蓉区,2500
平安街与朝阳路交叉口东北200米,芙蓉区,1300
车站北路228号,芙蓉区,3000
紫薇路192,芙蓉区,1600
湖南省长沙市芙蓉区白沙路识字里073号,芙蓉区,1800
人民路与朝阳路交汇处西北角,芙蓉区,1600
长沙市芙蓉区万家丽中路一段207号,芙蓉区,3300
长沙芙蓉马王堆远大路与万家丽路交汇处马王堆陶瓷城附近,芙蓉区,1700
芙蓉区晚报大道548号,芙蓉区,1500
芙蓉区北三环中路10号院文联宿舍,芙蓉区,2500
湖南省长沙市黄兴中路88号,芙蓉区,25000
长沙市芙蓉区融园路79号,芙蓉区,2600
恒达路166号,芙蓉区,2200
藩后街32号湘域国际中心,芙蓉区,11800
长沙市芙蓉区南阳街8号,芙蓉区,3100
芙蓉区晚报大道518号,芙蓉区,2700
芙蓉区人民西路170号,芙蓉区,4000
长沙市芙蓉区东二环286号,芙蓉区,4200
芙蓉区远大一路1027号,芙蓉区,1600
芙蓉区人民东路329号,芙蓉区,3200
湖南省长沙市芙蓉区古汉路湖南省社会主义学院北门斜对面,芙蓉区,1500
芙蓉区古曲路888号(人民东路与古曲路交汇处扬帆市场东大门旁),芙蓉区,3000
长沙市芙蓉区人民东路315号,芙蓉区,3200
长沙市芙蓉区人民中路35号,芙蓉区,1800
晚报大道596号,芙蓉区,2400
芙蓉区东屯渡浏阳河大桥西侧古曲北路92号,芙蓉区,1600
人民中路79号,芙蓉区,2600
芙蓉区远大一路11号,芙蓉区,4200
芙蓉区八一路418号,芙蓉区,4000
长沙市芙蓉区南阳街8号,芙蓉区,4300
芙蓉区远大一路与商贸路交汇处东北角,芙蓉区,2200
长沙市芙蓉区五一西路936号（五一新干线对面）,芙蓉区,2300
芙蓉区八一路418号,芙蓉区,2600
长沙市芙蓉区火炬路368号,芙蓉区,3600
长沙市芙蓉区曙光北路5号,芙蓉区,2200
长沙市芙蓉区八一路196号,芙蓉区,2200
芙蓉区东二环二段221号,芙蓉区,2600
长沙市芙蓉区南阳街8号,芙蓉区,3300
芙蓉区火炬西路烈士公园东大门（57度湘王府店旁）,芙蓉区,3500
长沙市芙蓉区人民东路111号,芙蓉区,4000
芙蓉区东花路29号,芙蓉区,680
五一大道158号长岛路口,芙蓉区,2500
芙蓉人民东路777号（湖南农大斜对面）,芙蓉区,2100
长沙市芙蓉区南阳街8号,芙蓉区,5000
长沙市朝阳路311,芙蓉区,4500
解放中路199号,芙蓉区,2000
浏阳河大道一段588号(浏阳河大道与古汉路交汇处),芙蓉区,2200
芙蓉区八一路418号,芙蓉区,2000
芙蓉区肇家坪43号（老地址20号）,芙蓉区,2600
芙蓉区蔡锷南路77号,芙蓉区,1800
湖南省长沙市芙蓉区马王堆中路与马王堆南路交叉口西北200米,芙蓉区,3100
芙蓉中路一段613号,芙蓉区,2800
长沙市黄兴中路188号,芙蓉区,2800
新军路2号（五一大道与韶山路的交叉口的西北角）,芙蓉区,2500
芙蓉马王堆疗养院浏阳河畔荷花路469号,芙蓉区,2000
芙蓉区晚报大道548号,芙蓉区,2800
芙蓉区万家丽北路三段569号,芙蓉区,2600
湖南省长沙市芙蓉区马王堆中路79号,芙蓉区,2500
长沙市芙蓉区南阳街8号,芙蓉区,3500
恒大路134号,芙蓉区,2400
长沙市芙蓉区朝阳路78号,芙蓉区,1300
长沙市芙蓉区曙光北路5号,芙蓉区,1500
东二环1段927,芙蓉区,1000
芙蓉区远大路与古曲北路交汇处,芙蓉区,1500
长沙市芙蓉区人民东路199号,芙蓉区,4500
长沙市芙蓉区解放中路276号,芙蓉区,2800
长沙市芙蓉区人民东路398号,芙蓉区,3600
芙蓉区晚报大道518号,芙蓉区,2300
湖南省长沙市芙蓉区人民东路德政园社区,芙蓉区,1900
长沙市芙蓉区南阳街8号,芙蓉区,3200
芙蓉迎宾路与八一路交汇处 军区医院对面,芙蓉区,2300
芙蓉区晚报大道548号,芙蓉区,2200
长岛路6号,芙蓉区,5200
晚报大道596号,芙蓉区,2600
长沙市芙蓉区朝阳路78号,芙蓉区,2200
长沙市芙蓉区人民中路66号,芙蓉区,2000
芙蓉区蔡锷南路77号,芙蓉区,2600
芙蓉区万家丽北路三段569号,芙蓉区,2300
芙蓉芙蓉区人民东路10号,芙蓉区,2800
芙蓉区东二环二段221号,芙蓉区,1800
蔡锷中路185号,芙蓉区,4200
晚报大道596号,芙蓉区,4000
芙蓉区晚报大道518号,芙蓉区,3400
蔡锷中路185号,芙蓉区,2800
芙蓉区人民中路140号,芙蓉区,2700
湖南省长沙市芙蓉区火炬中路362号,芙蓉区,2400
蔡锷中路185号,芙蓉区,3200
长沙市芙蓉区人民中路357,芙蓉区,2000
长沙市芙蓉区荷花路608号,芙蓉区,1300
芙蓉区万家丽中路一段22号,芙蓉区,2450
滩头坪路288号,芙蓉区,1500
芙蓉区东二环二段221号,芙蓉区,2700
芙蓉区八一路418号,芙蓉区,2100
长沙市芙蓉区东二环286号,芙蓉区,4000
长沙市开福区五一西路202号,芙蓉区,6500
长沙市芙蓉区南阳街8号,芙蓉区,3200
长沙市芙蓉区人民中路357,芙蓉区,1800
长沙市芙蓉区维力巷8号,芙蓉区,3000
长沙市芙蓉区万家丽中路一段207号,芙蓉区,1600
蔡锷中路185号,芙蓉区,2800
人民路与朝阳路交汇处西北角,芙蓉区,1600
湖南省长沙市五一大道125号,芙蓉区,5800
晚报大道596号,芙蓉区,3200
芙蓉区文艺路26号,芙蓉区,3500
湖南省长沙市芙蓉区火炬中路362号,芙蓉区,2800
芙蓉区远大一路280号,芙蓉区,3500
长沙市芙蓉区远大一路582号,芙蓉区,1400
浏阳河大道一段588号(浏阳河大道与古汉路交汇处),芙蓉区,2000
长沙市芙蓉中路458号,芙蓉区,2800
长沙市芙蓉区人民中路66号,芙蓉区,2200
藩后街32号湘域国际中心,芙蓉区,5000
浏正街158号丽都大厦,芙蓉区,2300
长沙市芙蓉区远大路1173号,芙蓉区,1400
车站北路228号,芙蓉区,3200
湖南省长沙市五一大道125号,芙蓉区,3200
长沙市芙蓉区人民中路357,芙蓉区,2500
蔡锷中路185号,芙蓉区,3200
芙蓉区人民东路329号,芙蓉区,4000
芙蓉区晚报大道548号,芙蓉区,3000
芙蓉区远大路与古曲北路交汇处,芙蓉区,1500
雨花区万家丽中路一段196号,芙蓉区,6500
芙蓉区八一路418号,芙蓉区,2200
长沙市芙蓉区人民东路199号,芙蓉区,4000
长沙市芙蓉区人民西路170号,芙蓉区,2400
长沙市黄兴中路188号,芙蓉区,2600
芙蓉区火炬西路烈士公园东大门（57度湘王府店旁）,芙蓉区,3500
芙蓉区晚报大道548号,芙蓉区,1800
长沙市芙蓉区人民东路315号,芙蓉区,4300
芙蓉区东二环二段221号,芙蓉区,2100
湖南省长沙市芙蓉区车站北路319号,芙蓉区,1200
芙蓉区古曲北路116号,芙蓉区,1400
长沙市芙蓉区芙蓉中路388号,芙蓉区,1900
长沙市芙蓉区人民中路35号,芙蓉区,2400
湖南省长沙市天心区城南路街道芙蓉中路116号同发大酒店1楼,芙蓉区,2700
车站北路289号,芙蓉区,3600
湖南省长沙市芙蓉区恒业雅苑(锦泰广场东南200米),芙蓉区,2200
东二环一段1061-1号,芙蓉区,1800
芙蓉区车站北路72号,芙蓉区,3800
长沙市朝阳路311,芙蓉区,4500
万家丽北路三段459号,芙蓉区,2500
长沙市芙蓉区曙光北路5号,芙蓉区,1400
藩后街32号湘域国际中心,芙蓉区,3000
解放中路263号,芙蓉区,3200
长沙市芙蓉区万家丽中路一段43号银力家园,芙蓉区,2200
湖南省长沙市芙蓉区湖南大剧院旁,芙蓉区,2700
长沙市芙蓉区朝阳路78号,芙蓉区,1800
解放中路263号,芙蓉区,1700
芙蓉区车站北路72号,芙蓉区,3000
浏正街158号丽都大厦,芙蓉区,1900
芙蓉区东二环二段221号,芙蓉区,1800
蔡锷中路185号,芙蓉区,6500
芙蓉区八一路418号,芙蓉区,2500
人民东路38号,芙蓉区,1600
长沙市芙蓉区南阳街8号,芙蓉区,3300
长沙市芙蓉区远大一路1149号,芙蓉区,3200
蔡锷中路185号,芙蓉区,3200
长沙市芙蓉区蔡锷中路222号,芙蓉区,2300
芙蓉区东二环二段221号,芙蓉区,2200
复兴街91号房产证是复兴街102号,芙蓉区,1800
芙蓉区万家丽中路一段22号,芙蓉区,1400
湖南省长沙市芙蓉区白沙路26号,芙蓉区,63000
长沙市芙蓉区人民东路199号,芙蓉区,3800
芙蓉芙蓉区人民东路10号,芙蓉区,4800
湖南省长沙市天心区城南路街道芙蓉中路116号同发大酒店1楼,芙蓉区,2400
芙蓉区古曲北路116号,芙蓉区,2600
晚报大道596号,芙蓉区,2400
芙蓉区火炬西路烈士公园东大门（57度湘王府店旁）,芙蓉区,2500
长沙市韶山北路109号（产权地址）,芙蓉区,4200
长沙市芙蓉区人民东路199号,芙蓉区,3000
芙蓉区八一路418号,芙蓉区,2300
长沙市芙蓉区五一大道766号,芙蓉区,2500
芙蓉区火炬西路烈士公园东大门（57度湘王府店旁）,芙蓉区,2500
长沙市芙蓉区朝阳路78号,芙蓉区,2200
浏正街158号丽都大厦,芙蓉区,1900
长沙市芙蓉区人民中路357,芙蓉区,2200
长沙市芙蓉区曙光北路5号,芙蓉区,1700
藩后街32号湘域国际中心,芙蓉区,2800
长沙市车站北路230-1号,芙蓉区,2100
芙蓉区万家丽中路一段22号,芙蓉区,3000
车站北路289号,芙蓉区,3200
芙蓉区芙蓉中路二段98号,芙蓉区,5500
八一路289号,芙蓉区,2200
长沙市芙蓉区人民中路357,芙蓉区,1400
晚报大道596号,芙蓉区,2500
长沙市芙蓉区人民东路315号,芙蓉区,5500
五一中路129号,芙蓉区,6000
长沙市芙蓉区五一西路936号（五一新干线对面）,芙蓉区,2500
湖南省长沙市芙蓉区人民东路德政园社区,芙蓉区,1500
怡园街48号,芙蓉区,1800
湖南省长沙市芙蓉区人民东路德政园社区,芙蓉区,2200
长沙市芙蓉区人民中路357,芙蓉区,1500
长沙市芙蓉区朝阳路78号,芙蓉区,2000
芙蓉区晚报大道548号,芙蓉区,2000
长岛路6号,芙蓉区,4500
芙蓉区远大一路280号,芙蓉区,1700
长沙市芙蓉区曙光北路5号,芙蓉区,1500
车站北路168号,芙蓉区,1800
长沙市韶山北路109号（产权地址）,芙蓉区,4800
长沙市芙蓉区五一西路936号（五一新干线对面）,芙蓉区,2600
长沙市芙蓉区五一大道492号,芙蓉区,2200
长沙市芙蓉区朝阳路78号,芙蓉区,2000
长沙市车站北路39号湖南省湘绣研究所,芙蓉区,2100
北临晚报大道长沙晚报报业大楼的正对面展览馆路228号,芙蓉区,1500
八一路289号,芙蓉区,1800
长沙市芙蓉区人民中路357,芙蓉区,700
长沙市芙蓉区朝阳路78号,芙蓉区,2200
芙蓉迎宾路与八一路交汇处 军区医院对面,芙蓉区,2800
芙蓉区万家丽北路三段569号,芙蓉区,2100
长沙市芙蓉区人民中路357,芙蓉区,1700
长沙市芙蓉区朝阳路78号,芙蓉区,2700
芙蓉区火炬西路烈士公园东大门（57度湘王府店旁）,芙蓉区,2300
长沙市芙蓉区曙光北路5号,芙蓉区,1800
湖南省物资厅宿舍芙蓉区五一大道335号,芙蓉区,2000
长沙市芙蓉区南阳街8号,芙蓉区,3500
蔡锷中路185号,芙蓉区,2600
长沙市芙蓉中路458号,芙蓉区,1500
长沙市芙蓉区白沙路10号,芙蓉区,1900
芙蓉区远大路与古曲北路交汇处,芙蓉区,1100
湖南省长沙市芙蓉区荷花路三和家园(扬帆小区东50米),芙蓉区,1200
湖南省长沙市五一大道125号,芙蓉区,2000
解放东路向韶街2号(曙光路与解放路交汇处西北边),芙蓉区,2600
长沙市芙蓉区八一路38号,芙蓉区,1650
长沙市韶山北路128号,芙蓉区,3600
芙蓉区古曲路888号(人民东路与古曲路交汇处扬帆市场东大门旁),芙蓉区,1900
湖南省长沙市芙蓉区长星路165号,芙蓉区,1400
长沙市芙蓉区南阳街8号,芙蓉区,3000
长沙市芙蓉区朝阳路78号,芙蓉区,3200
芙蓉区远大二路725号,芙蓉区,2100
平安街与朝阳路交叉口东北200米,芙蓉区,2400
芙蓉区万家丽中路一段22号,芙蓉区,2300
蔡锷中路185号,芙蓉区,3000
八一路289号,芙蓉区,1700
长沙市芙蓉区朝阳路78号,芙蓉区,2000
芙蓉区古曲北路20号,芙蓉区,2800
湖南省长沙市芙蓉区建湘路172号,芙蓉区,3500
长沙市芙蓉区朝阳路78号,芙蓉区,7000
芙蓉浏阳河东远大路和双杨路交汇处西北角(中石化加油站北侧),芙蓉区,2200
湖南省长沙市芙蓉区长星路165号,芙蓉区,1500
长沙市芙蓉区朝阳路78号,芙蓉区,2500
长沙市芙蓉区朝阳路78号,芙蓉区,1800
长沙市芙蓉区人民东路315号,芙蓉区,4500
长沙市芙蓉区朝阳路78号,芙蓉区,1900
藩后街32号湘域国际中心,芙蓉区,4000
芙蓉区远大二路725号,芙蓉区,2000
长沙市芙蓉区人民中路357,芙蓉区,2200
长沙市芙蓉区五一西路936号（五一新干线对面）,芙蓉区,2000
浏正街158号丽都大厦,芙蓉区,2300
复兴街91号房产证是复兴街102号,芙蓉区,2600
芙蓉区古曲中路129号(人民东路与古曲路交汇处),芙蓉区,2550
人民东路38号,芙蓉区,1600
长沙市人民东路440号通发公寓,芙蓉区,2600
芙蓉浏阳河东远大路和双杨路交汇处西北角(中石化加油站北侧),芙蓉区,2000
芙蓉区远大二路725号,芙蓉区,2200
长沙市芙蓉区东岸乡双扬路1299号,芙蓉区,1700
长沙市芙蓉区朝阳路78号,芙蓉区,1900
长沙市芙蓉区朝阳路78号,芙蓉区,2000
恒大路62号,芙蓉区,1700
长沙市人民东路440号通发公寓,芙蓉区,2300
湖南省长沙市芙蓉区韶山北路177号,芙蓉区,2800
长沙市芙蓉中路2段35号,芙蓉区,2500
湖南省长沙市芙蓉区人民东路德政园社区,芙蓉区,1900
湖南省长沙市五一大道125号,芙蓉区,3500
八一路154号（产权地址）,芙蓉区,3000
长沙市芙蓉区人民中路357,芙蓉区,1800
晚报大道596号,芙蓉区,3500
人民东路458号（芙蓉区政府向东500米),芙蓉区,4000
芙蓉区八一路418号,芙蓉区,2600
芙蓉韭菜园路16号老省政府西侧,芙蓉区,4200
复兴街91号房产证是复兴街102号,芙蓉区,1500
杨家山立交桥西北角,芙蓉区,1600
芙蓉区火炬西路烈士公园东大门（57度湘王府店旁）,芙蓉区,3500
长沙市万家丽北路三段499,芙蓉区,3200
蔡锷中路185号,芙蓉区,3000
浏正街55号,芙蓉区,2000
蔡锷中路185号,芙蓉区,4500
北临晚报大道长沙晚报报业大楼的正对面展览馆路228号,芙蓉区,1600
长沙市芙蓉区朝阳路78号,芙蓉区,2050
长沙市开福区五一西路202号,芙蓉区,5500
长沙市芙蓉区五一大道766号,芙蓉区,3500
长沙市芙蓉区远大一路建安新商汇1楼,芙蓉区,2000
长沙市黄兴中路188号,芙蓉区,2600
长沙市芙蓉区朝阳路78号,芙蓉区,2800
长沙市芙蓉区朝阳路78号,芙蓉区,1800
芙蓉区晚报大道548号,芙蓉区,2000
长沙市芙蓉区朝阳路78号,芙蓉区,1950
芙蓉区万家丽中路一段22号,芙蓉区,2600
长沙市芙蓉区人民东路111号,芙蓉区,3000
芙蓉区八一路418号,芙蓉区,2900
藩后街32号湘域国际中心,芙蓉区,8300
长沙市芙蓉区芙蓉中路388号,芙蓉区,1300
晚报大道596号,芙蓉区,2700
长沙市芙蓉区朝阳路78号,芙蓉区,1800
藩后街32号湘域国际中心,芙蓉区,2800
长沙市黄兴中路188号,芙蓉区,3300
湖南省长沙市五一大道125号,芙蓉区,2600
芙蓉区火炬西路烈士公园东大门（57度湘王府店旁）,芙蓉区,2600
芙蓉区晚报大道548号,芙蓉区,1500
芙蓉区车站北路72号,芙蓉区,4000
长沙市芙蓉区人民中路35号,芙蓉区,3000
长沙市芙蓉区南阳街8号,芙蓉区,2800
藩后街32号湘域国际中心,芙蓉区,8000
芙蓉区晚报大道548号,芙蓉区,1600
芙蓉区远大一路280号,芙蓉区,2000
长沙市黄兴中路188号,芙蓉区,3000
芙蓉区火炬西路烈士公园东大门（57度湘王府店旁）,芙蓉区,3000
湖南省长沙市雨花区人民东路168号,芙蓉区,1800
五一大道363号,芙蓉区,2800
芙蓉区北三环中路10号院文联宿舍,芙蓉区,2300
湖南省长沙市芙蓉区人民东路与万家丽路交汇处东北角,芙蓉区,3000
长沙市雨花区人民东路,芙蓉区,1700
凌霄路42号,芙蓉区,1800
湖南省长沙市芙蓉区车站北路319号,芙蓉区,3000
车站北路228号,芙蓉区,3500
湖南省长沙市芙蓉区白沙路识字里073号,芙蓉区,1400
芙蓉区晚报大道548号,芙蓉区,2300
长沙市芙蓉区五一大道766号,芙蓉区,3500
芙蓉区火炬西路烈士公园东大门（57度湘王府店旁）,芙蓉区,3800
长沙市芙蓉区人民中路357,芙蓉区,2100
湖南省长沙市芙蓉区白沙路识字里073号,芙蓉区,2500
芙蓉区古曲北路116号,芙蓉区,2600
芙蓉马王堆疗养院浏阳河畔荷花路469号,芙蓉区,3500
人民路与朝阳路交汇处西北角,芙蓉区,1500
藩后街32号湘域国际中心,芙蓉区,2700
长岛路6号,芙蓉区,5000
长沙市芙蓉区南阳街8号,芙蓉区,3200
芙蓉区万家丽中路一段22号,芙蓉区,3600
建湘南路153号,芙蓉区,2800
芙蓉区晚报大道548号,芙蓉区,2400
长沙市八一路445号,芙蓉区,1800
长沙市芙蓉区五一大道766号,芙蓉区,4300
长沙市芙蓉区朝阳路78号,芙蓉区,2700
芙蓉区古曲北路116号,芙蓉区,1600
长沙市芙蓉区朝阳路78号,芙蓉区,2300
长沙市芙蓉区朝阳路78号,芙蓉区,2300
长沙市芙蓉区人民中路357,芙蓉区,1600
长沙市浏城桥物资集团公司白沙路43号,芙蓉区,2000
长沙市芙蓉区南阳街8号,芙蓉区,4800
滩头坪路288号,芙蓉区,1600
芙蓉芙蓉区人民东路10号,芙蓉区,3500
芙蓉区远大路与古曲北路交汇处,芙蓉区,2500
湖南省物资厅宿舍芙蓉区五一大道335号,芙蓉区,2500
长沙市芙蓉区朝阳路78号,芙蓉区,1700
长沙市芙蓉区人民中路357,芙蓉区,1800
蔡锷中路185号,芙蓉区,3500
解放中路263号,芙蓉区,1800
芙蓉区湘湖路9号,芙蓉区,2200
车站北路168号,芙蓉区,3000
浏阳河大道一段588号(浏阳河大道与古汉路交汇处),芙蓉区,12800
杨家山德政园德政街11号,芙蓉区,3600
芙蓉区职院街信息职院,芙蓉区,1300
芙蓉区远大一路与商贸路交汇处东北角,芙蓉区,2200
东二环1段1061,芙蓉区,3500
长沙市韶山北路128号,芙蓉区,3000
芙蓉区车站中路193号,芙蓉区,1500
人民中路121号,芙蓉区,1600
湖南省长沙市芙蓉区人民东路德政园社区,芙蓉区,1600
芙蓉区古曲路888号(人民东路与古曲路交汇处扬帆市场东大门旁),芙蓉区,2200
